idade;classe_trabalho;escolaridade;anos_estudo;estado_civil;raca;sexo;UF;região;qtde_filhos;salario
40;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;PB;Nordeste;3;1100
68;Aposentado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;1;5420
64;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;AL;Nordeste;0;1100
26;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;SE;Nordeste;0;2455
32;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;5;2235
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;MG;Sudeste;2;1100
51;Empresário;Mestrado;14;Casado;Branco;Masculino;ES;Sudeste;2;11305
50;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;RJ;Sudeste;0;6234
49;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;SP;Sudeste;3;2758
28;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PR;Sul;5;3441
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;SC;Sul;5;1100
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;0;2154
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Feminino;MS;Centro-Oeste;0;1100
55;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;MT;Centro-Oeste;5;1100
45;Autônomo;Ensino Médio Incompleto;9;Casado;Pardo;Masculino;GO;Centro-Oeste;4;1100
35;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;DF;Centro-Oeste;2;3191
31;;Ensino Médio Incompleto;7;Separado;Negro;Masculino;RO;Norte;5;1100
26;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Masculino;AC;Norte;1;7139
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;1;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RR;Norte;2;1100
40;Funcionário Setor Privado;Ensino Médio Completo;13;União Estável;Pardo;Masculino;PA;Norte;5;2789
23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;AP;Norte;2;3653
35;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;TO;Norte;4;3917
48;Autônomo;Ensino Médio Incompleto;7;Casado;Branco;Masculino;MA;Nordeste;4;1100
39;Empresário;Ensino Fundamental Completo;6;Divorciado;Negro;Masculino;PI;Nordeste;5;4699
53;Empresário;Mestrado;15;Divorciado;Branco;Feminino;CE;Nordeste;1;6059
49;Funcionário Público;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;0;1494
31;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Negro;Feminino;PB;Nordeste;0;2854
36;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;4;1100
60;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;AL;Nordeste;4;2817
29;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SE;Nordeste;2;1100
54;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;BA;Nordeste;4;5384
28;;Ensino Médio Completo;12;Casado;Branco;Feminino;MG;Sudeste;3;3502
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;ES;Sudeste;2;1100
30;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;RJ;Sudeste;4;3566
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;SP;Sudeste;0;1100
26;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PR;Sul;2;1100
47;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;SC;Sul;1;2829
50;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RS;Sul;4;1100
30;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;MS;Centro-Oeste;4;2056
44;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;MT;Centro-Oeste;0;2537
49;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;GO;Centro-Oeste;5;1100
75;Aposentado;Mestrado;14;União Estável;Branco;Feminino;DF;Centro-Oeste;4;1147
37;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;RO;Norte;3;3814
51;Servidor Público;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;AC;Norte;4;1670
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AM;Norte;1;1100
28;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;RR;Norte;4;2421
66;Aposentado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;2;1339
72;Aposentado;Ensino Fundamental Completo;5;Casado;Pardo;Feminino;AP;Norte;4;3667
39;Funcionário Setor Privado;Ensino Médio Completo;13;Separado;Branco;Masculino;TO;Norte;2;2922
27;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;MA;Nordeste;4;1100
57;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;PI;Nordeste;3;2065
24;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;CE;Nordeste;2;1100
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;RN;Nordeste;1;1100
23;Funcionário Setor Privado;Ensino Médio Completo;10;União Estável;Branco;Feminino;PB;Nordeste;1;2553
31;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;PE;Nordeste;1;3810
23;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AL;Nordeste;2;2104
31;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;SE;Nordeste;3;3302
27;Empresário;Ensino Médio Completo;13;Solteiro;Branco;Feminino;BA;Nordeste;1;16958
30;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;MG;Sudeste;4;2282
31;Funcionário Setor Privado;Mestrado;15;Solteiro;Branco;Feminino;ES;Sudeste;3;7412
34;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Masculino;RJ;Sudeste;2;7263
57;Funcionário Público;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SP;Sudeste;5;1321
39;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;PR;Sul;2;7381
23;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;SC;Sul;4;1100
24;Empresário;Ensino Médio Completo;12;Casado;Branco;Feminino;RS;Sul;1;16167
36;Funcionário Setor Privado;Doutorado;16;Solteiro;Branco;Masculino;MS;Centro-Oeste;1;12239
32;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;MT;Centro-Oeste;2;3521
35;Funcionário Setor Privado;Ensino Médio Completo;12;Divorciado;Branco;Feminino;GO;Centro-Oeste;4;2853
36;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;DF;Centro-Oeste;1;2804
23;;Ensino Médio Completo;13;Solteiro;Branco;Feminino;RO;Norte;1;2206
47;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;AC;Norte;0;2234
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AM;Norte;5;1100
44;Funcionário Público;Ensino Médio Completo;10;Casado;Branco;Masculino;RR;Norte;5;4488
32;Servidor Público;Mestrado;14;Casado;Branco;Masculino;PA;Norte;1;6077
32;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Feminino;AP;Norte;0;3792
63;Autônomo;Ensino Médio Completo;10;Casado;Branco;Feminino;TO;Norte;4;3714
34;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;MA;Nordeste;1;2827
47;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Negro;Masculino;PI;Nordeste;4;1100
27;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Negro;Masculino;CE;Nordeste;2;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Feminino;RN;Nordeste;4;1100
19;;Ensino Médio Completo;10;Solteiro;Indígena;Feminino;PB;Nordeste;1;2525
50;Funcionário Setor Privado;Ensino Fundamental Completo;6;Casado;Branco;Masculino;PE;Nordeste;3;1100
49;Servidor Público;Ensino Médio Completo;10;Casado;Branco;Masculino;AL;Nordeste;4;3350
36;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SE;Nordeste;4;2914
23;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;BA;Nordeste;4;2130
61;Funcionário Setor Privado;Ensino Fundamental Incompleto;4;Viúvo;Negro;Feminino;MG;Sudeste;3;1100
41;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;ES;Sudeste;5;2079
27;Autônomo;Ensino Médio Completo;13;Casado;Branco;Masculino;RJ;Sudeste;2;2704
53;Funcionário Setor Privado;Ensino Médio Completo;13;Divorciado;Branco;Masculino;SP;Sudeste;1;2653
17;Menor Aprendiz;Ensino Fundamental Completo;6;Solteiro;Branco;Masculino;PR;Sul;1;1100
23;;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SC;Sul;3;1100
53;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RS;Sul;2;2020
28;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;MS;Centro-Oeste;4;1100
24;Funcionário Setor Privado;Ensino Médio Completo;13;União Estável;Branco;Feminino;MT;Centro-Oeste;0;3084
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;GO;Centro-Oeste;4;2297
53;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;DF;Centro-Oeste;3;3669
18;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Negro;Masculino;RO;Norte;1;1100
24;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;AC;Norte;3;2709
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;AM;Norte;2;1100
30;Empresário;Ensino Fundamental Incompleto;4;Casado;Branco;Masculino;RR;Norte;3;4230
37;Servidor Público;Ensino Médio Completo;11;Solteiro;Branco;Masculino;PA;Norte;2;5790
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AP;Norte;4;1100
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;TO;Norte;0;1100
20;Funcionário Setor Privado;Ensino Médio Incompleto;8;Solteiro;Branco;Feminino;MA;Nordeste;2;1100
47;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Pardo;Feminino;PI;Nordeste;4;1100
20;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;CE;Nordeste;2;3814
22;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Feminino;RN;Nordeste;4;2612
42;Empresário;Mestrado;14;Casado;Branco;Masculino;PB;Nordeste;1;12423
60;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Feminino;PE;Nordeste;2;3248
32;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;AL;Nordeste;2;1100
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;2;1100
66;Aposentado;Ensino Médio Incompleto;9;Viúvo;Branco;Feminino;BA;Nordeste;4;1482
37;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Pardo;Feminino;MG;Sudeste;5;2765
34;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;ES;Sudeste;4;2084
45;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;RJ;Sudeste;5;3709
35;Funcionário Setor Privado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;SP;Sudeste;1;1100
63;;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PR;Sul;0;1100
51;Empresário;Ensino Médio Completo;10;Casado;Negro;Masculino;SC;Sul;4;3235
36;Empresário;Ensino Médio Completo;10;Casado;Branco;Masculino;RS;Sul;3;10342
25;Funcionário Público;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;MS;Centro-Oeste;5;1777
51;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;MT;Centro-Oeste;2;1100
25;Autônomo;Ensino Médio Completo;10;Solteiro;Branco;Masculino;GO;Centro-Oeste;0;2991
19;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;DF;Centro-Oeste;2;1100
47;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;RO;Norte;0;2075
59;Empresário;Ensino Médio Incompleto;9;Separado;Negro;Feminino;AC;Norte;2;13384
34;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;AM;Norte;5;3856
40;Funcionário Setor Privado;Ensino Médio Completo;10;Separado;Branco;Feminino;RR;Norte;4;2893
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;PA;Norte;1;1100
28;;Ensino Médio Incompleto;9;Casado;Branco;Feminino;AP;Norte;5;1100
37;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;TO;Norte;0;6782
51;MEI;Ensino Médio Completo;12;Casado;Branco;Masculino;MA;Nordeste;1;1763
25;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;PI;Nordeste;3;1100
31;Funcionário Público;Ensino Médio Incompleto;9;Casado;Branco;Feminino;CE;Nordeste;4;1138
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;2;1100
42;Funcionário Setor Privado;Ensino Médio Completo;12;Casado;Branco;Masculino;PB;Nordeste;0;2234
29;;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PE;Nordeste;5;3978
35;Funcionário Setor Privado;Ensino Médio Completo;10;Divorciado;Branco;Masculino;AL;Nordeste;0;2174
51;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;SE;Nordeste;2;2397
22;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;BA;Nordeste;5;2830
49;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MG;Sudeste;3;2615
26;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Pardo;Masculino;ES;Sudeste;5;3394
56;Empresário;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;RJ;Sudeste;4;9288
52;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;SP;Sudeste;4;2094
61;Autônomo;Mestrado;14;Casado;Branco;Masculino;PR;Sul;5;7513
47;Servidor Público;Ensino Médio Completo;13;Divorciado;Branco;Feminino;SC;Sul;2;4589
52;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;RS;Sul;3;3213
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Feminino;MS;Centro-Oeste;0;1100
43;MEI;Ensino Médio Completo;10;Casado;Branco;Masculino;MT;Centro-Oeste;0;1574
35;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Pardo;Masculino;GO;Centro-Oeste;1;3683
17;Menor Aprendiz;Ensino Médio Incompleto;8;Solteiro;Branco;Masculino;DF;Centro-Oeste;2;1100
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;0;1100
26;Funcionário Setor Privado;Ensino Médio Completo;10;União Estável;Negro;Feminino;AC;Norte;0;2105
58;Empresário;Ensino Médio Incompleto;9;Casado;Branco;Masculino;AM;Norte;0;11665
66;Aposentado;Ensino Médio Completo;10;Casado;Branco;Masculino;RR;Norte;1;3367
30;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PA;Norte;3;1100
46;Funcionário Setor Privado;Ensino Médio Completo;10;Separado;Branco;Feminino;AP;Norte;2;3177
45;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Feminino;TO;Norte;5;2246
57;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;MA;Nordeste;0;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;PI;Nordeste;5;3392
21;Servidor Público;Ensino Médio Completo;10;Solteiro;Branco;Feminino;CE;Nordeste;4;5931
37;Funcionário Setor Privado;Ensino Médio Incompleto;9;Divorciado;Branco;Masculino;RN;Nordeste;5;1100
45;Empresário;Mestrado;14;Divorciado;Branco;Feminino;PB;Nordeste;2;2354
61;;Doutorado;16;Viúvo;Branco;Feminino;PE;Nordeste;0;2
39;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;AL;Nordeste;3;1100
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Feminino;SE;Nordeste;4;1100
20;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;BA;Nordeste;2;1100
23;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Negro;Masculino;MG;Sudeste;1;1100
25;Funcionário Setor Privado;Ensino Médio Completo;13;Solteiro;Branco;Masculino;ES;Sudeste;1;2029
47;Funcionário Setor Privado;Ensino Fundamental Incompleto;3;Solteiro;Branco;Feminino;RJ;Sudeste;3;1100
24;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SP;Sudeste;3;1100
20;;Ensino Médio Completo;10;Solteiro;Pardo;Feminino;PR;Sul;0;3285
35;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Masculino;SC;Sul;5;1100
44;Empresário;Ensino Médio Incompleto;9;Casado;Negro;Feminino;RS;Sul;0;13997
47;Servidor Público;Ensino Médio Completo;10;Casado;Branco;Masculino;MS;Centro-Oeste;0;4282
28;Servidor Público;Ensino Médio Incompleto;7;Separado;Pardo;Feminino;MT;Centro-Oeste;5;1386
41;Empresário;Mestrado;14;Divorciado;Branco;Feminino;GO;Centro-Oeste;5;19093
31;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;DF;Centro-Oeste;5;1100
27;Funcionário Setor Privado;Mestrado;14;Solteiro;Branco;Feminino;RO;Norte;1;9326
47;Funcionário Setor Privado;Ensino Médio Completo;11;Casado;Branco;Masculino;AC;Norte;5;3979
44;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Pardo;Feminino;AM;Norte;1;1100
61;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;RR;Norte;2;3705
42;Funcionário Público;Ensino Médio Completo;10;Divorciado;Branco;Feminino;PA;Norte;0;5061
46;Funcionário Setor Privado;Ensino Médio Incompleto;9;Solteiro;Branco;Feminino;AP;Norte;5;1100
46;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;TO;Norte;3;2086
54;Empresário;Mestrado;14;Viúvo;Branco;Feminino;MA;Nordeste;2;5037
49;Funcionário Setor Privado;Ensino Médio Incompleto;9;Viúvo;Branco;Masculino;PI;Nordeste;5;1100
56;Empresário;Ensino Médio Completo;10;Viúvo;Branco;Feminino;CE;Nordeste;5;10044
52;Funcionário Setor Privado;Mestrado;14;Divorciado;Branco;Feminino;RN;Nordeste;1;7556
34;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PB;Nordeste;1;1100
25;Autônomo;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;4;1100
18;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Branco;Feminino;AL;Nordeste;0;1100
58;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;1;1100
31;Servidor Público;Ensino Médio Completo;13;Divorciado;Branco;Masculino;BA;Nordeste;5;3106
29;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Branco;Masculino;MG;Sudeste;1;3323
28;Funcionário Setor Privado;Ensino Médio Incompleto;7;Solteiro;Negro;Masculino;ES;Sudeste;5;1100
30;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Masculino;RJ;Sudeste;3;3694
21;;Ensino Médio Completo;10;Solteiro;Branco;Masculino;SP;Sudeste;5;3010
44;Funcionário Setor Privado;Mestrado;14;Casado;Branco;Masculino;PR;Sul;3;10966
75;Aposentado;Ensino Fundamental Completo;6;Viúvo;Branco;Feminino;SC;Sul;1;5721
66;Aposentado;Ensino Médio Incompleto;7;Casado;Branco;Masculino;RS;Sul;1;2328
26;Funcionário Setor Privado;Ensino Médio Completo;10;Casado;Negro;Masculino;MS;Centro-Oeste;2;2349
33;MEI;Ensino Médio Completo;13;Casado;Branco;Masculino;MT;Centro-Oeste;2;1543
57;MEI;Mestrado;14;Casado;Branco;Masculino;GO;Centro-Oeste;1;6606
47;Autônomo;Ensino Fundamental Incompleto;3;Casado;Branco;Masculino;DF;Centro-Oeste;2;1100
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RO;Norte;3;1100
21;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Branco;Feminino;AC;Norte;1;2202
17;Menor Aprendiz;Ensino Médio Incompleto;7;Solteiro;Branco;Masculino;AM;Norte;0;1100
61;;Ensino Médio Completo;13;Casado;Branco;Masculino;RR;Norte;5;2580
47;;Ensino Médio Incompleto;9;Casado;Branco;Feminino;PA;Norte;1;1100
22;Funcionário Setor Privado;Ensino Médio Completo;10;Solteiro;Negro;Feminino;AP;Norte;1;2990
47;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;TO;Norte;5;1100
45;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Masculino;MA;Nordeste;4;2508
32;Autônomo;Ensino Médio Completo;11;Divorciado;Branco;Masculino;PI;Nordeste;0;2386
59;Funcionário Setor Privado;Ensino Fundamental Completo;6;Separado;Negro;Feminino;CE;Nordeste;3;1100
38;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;RN;Nordeste;1;1100
33;Funcionário Setor Privado;Ensino Médio Incompleto;9;Separado;Branco;Feminino;PB;Nordeste;2;1100
41;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;PE;Nordeste;4;1100
51;Funcionário Setor Privado;Ensino Fundamental Completo;5;Casado;Branco;Masculino;AL;Nordeste;4;1100
42;Funcionário Setor Privado;Ensino Médio Incompleto;9;Casado;Branco;Masculino;SE;Nordeste;3;1100
27;Funcionário Setor Privado;Ensino Médio Completo;13;Casado;Branco;Feminino;BA;Nordeste;2;3586
